"id","institutioncode","collectioncode","catalognumber","genus","species","subspecies","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","municipality_gbif","datsrc","gen_sp"
3833,"NY","NY","00898217","Paepalanthus","erectifolius",NA,"M. L. O. Trovó","20239","H. S. Irwin","Minas Gerais",NA,"Serra do Cipó, km 132, (ca. 153km N. of Belo Horizonte).",-43.68,-18.57,NA,"gbif","Paepalanthus erectifolius"
3834,"NY","NY","00886602","Paepalanthus","stannardii",NA,"A. M. Giulietti","2076","W. Ganev","Bahia","Rio de Contas","Serra dos Brejões, próximo ao Rio da Água Suja, divisa com distrito de Arapiranga.",-42.4,-13.82,NA,"gbif","Paepalanthus stannardii"
3836,"NY","NY","00898120","Paepalanthus","scholiophyllus",NA,"N. Hensold","41684","G. G. Hatschbach","Goias","Cristalina","Serra dos Cristaes",-47.6137541731285,-16.7723416525899,NA,"gbif","Paepalanthus scholiophyllus"
3840,"NY","NY","00898188","Paepalanthus","erectifolius",NA,"M. L. O. Trovó","CFSC4023","A. M. Giulietti","Minas Gerais","Santana do Riacho","Km 128 ao longo da rodovia Belo Horizonte-Conceição do Mato Dentro.",-43.7143985170281,-19.1729945899495,NA,"gbif","Paepalanthus erectifolius"
3841,"NY","NY","01061954","Paepalanthus","argenteus","argenteus","N. Hensold","610","N. Hensold","Minas Gerais",NA,"Serra do Espinhaço; Mpio. Sêrro; Summit of Pico Itambé",-43.3472,-18.3944,NA,"gbif","Paepalanthus argenteus"
3843,"NY","NY","00571610","Paepalanthus","inopinatus",NA,"N. Hensold","H50300","R. M. Harley","Bahia","Piata","Estrada Piata - Abaíra, c. 4 km de Piata",-41.78,-13.15,NA,"gbif","Paepalanthus inopinatus"
3851,"NY","NY","00501494","Paepalanthus","elongatus",NA,"N. Hensold","6440","A. M. V. de Carvalho","Bahia","Rio de Contas","Ca. 1 km antes de distrito de Mato Grosso",-41.8114683539125,-13.582879880292,NA,"gbif","Paepalanthus elongatulus"
3853,"NY","NY","00860652","Paepalanthus","albidus",NA,"M. L. O. Trovó","5780","Y. E. J. Mexia","Minas Gerais","Diamantina","Diamantina. Serra do Rio Grande.",-43.6004898201051,-18.2531772779915,NA,"gbif","Paepalanthus albidus"
3863,"NY","NY","01061956","Paepalanthus","argenteus","argenteus","N. Hensold","345","N. Hensold","Minas Gerais","Serro","2.5 km N of Milho Verde, where road cuts through large rock outcrop.",-43.4861,-18.4417,NA,"gbif","Paepalanthus argenteus"
3864,"NY","NY","00898044","Paepalanthus","manicatus",NA,"H. N. Moldenke","41290","G. G. Hatschbach","Minas Gerais","Grão Mogol","Rio Itacambiruçu",-42.889540899897,-16.5631441886376,NA,"gbif","Paepalanthus manicatus"
3865,"NY","NY","00897882","Paepalanthus","elongatus","angustifolia","H. N. Moldenke","36394","G. G. Hatschbach","Goias","Cristalina","Serra dos Cristaes",-47.6137541731285,-16.7723416525899,NA,"gbif","Paepalanthus elongatulus"
3866,"NY","NY","00504697","Paepalanthus","tortilis",NA,"A. M. Giulietti","CFCR1393","A. M. Giulietti","Bahia","Mucugê","Mucugê.  Campo defronte ao cemitério",-41.3706393848679,-13.0092666818479,NA,"gbif","Paepalanthus tortilis"
3867,"NY","NY","00897909","Paepalanthus","distichophyllus",NA,"N. Hensold","685","N. Hensold","Minas Gerais","Diamantina","14 km from BR-367 between Diamantina and Curvelo, on road to São João da Chapada.",-43.7,-18.1944,NA,"gbif","Paepalanthus distichophyllus"
3869,"NY","NY","00571729","Paepalanthus","spathulatus",NA,"A. M. Giulietti","255","W. Ganev","Bahia","Abaíra","Distrito de Catolés, Mata do Bem querer, Tanque do Garimpo",-41.88,-13.27,NA,"gbif","Paepalanthus spathulatus"
3878,"NY","NY","00898052","Paepalanthus","macrocephalus",NA,"A. M. Giulietti","436","N. Hensold","Minas Gerais","Santana do Riacho","Serra do Cipó, Alto dos Palácios, 125 km by road from Lagoa Santa (21 km E of Hotel Chapeu de Sol), on road to Conceição do Mato Dentro.",-43.5444,-19.2444,NA,"gbif","Paepalanthus macrocephalus"
3879,"NY","NY","00897832","Paepalanthus","scandens",NA,"M. L. O. Trovó","894","T. de S. Filgueiras","Distrito Federal","Brasília","Estação Florestal, Cabeça do Veado",-47.9298726661488,-15.7834208090807,NA,"gbif","Paepalanthus scandens"
3884,"NY","NY","00897779","Paepalanthus","bryoides",NA,"H. N. Moldenke","8471","W. R. Anderson","Minas Gerais",NA,"Ca. 18 km by road SW of Diamantina on road to Curvelo.  Serra do Espinhaço.",-43.72035,-18.36499,NA,"gbif","Paepalanthus bryoides"
3885,"NY","NY","00898108","Paepalanthus","plantagineus",NA,"N. Hensold","546","N. Hensold","Minas Gerais","Ouro Preto","Serra das Camarinhas, about 2 km N of Ouro Preto.",-43.492,-20.358,NA,"gbif","Paepalanthus plantagineus"
3888,"NY","NY","00860489","Paepalanthus","argenteus","argenteus","N. Hensold","49185","B. Maguire","Minas Gerais",NA,"Road between Diamantina and Gouveia.",-43.6719,-18.348,NA,"gbif","Paepalanthus argenteus"
3889,"NY","NY","00571621","Paepalanthus","pulchellus",NA,"A. M. Giulietti","s.n.","B. L. Stannard","Bahia","Abaíra","Campo da Matuca",-41.85,-13.37,NA,"gbif","Paepalanthus pulchellus"
3890,"NY","NY","00897784","Paepalanthus","bryoides",NA,"H. N. Moldenke","22694","H. S. Irwin","Minas Gerais",NA,"Ca. 12 km NE of Diamantina, road to Mendanha.  Serra do Espinhaço.",-43.55,-18.18,NA,"gbif","Paepalanthus bryoides"
3891,"NY","NY","00897885","Paepalanthus","elongatus",NA,"A. M. Giulietti","353","S. Romaniuc Neto","Goias","Alto Paraíso de Goiás","Chapada dos Veadeiros.",-47.5101417129434,-14.1361863978701,NA,"gbif","Paepalanthus elongatulus"
3894,"NY","NY","00898003","Paepalanthus","gyrotrichus",NA,"H. N. Moldenke","6864","L. O. Williams","Minas Gerais","Serro","Serra da Bocaina, 10 km. northwest of Sêrro.",-43.379375372372,-18.6084842990958,NA,"gbif","Paepalanthus gyrotrichus"
3895,"NY","NY","00571622","Paepalanthus","pulvinatus",NA,"A. M. Giulietti","s.n.","L. P. de Queiroz","Bahia","Piata","Serra de Santana",-41.77,-13.15,NA,"gbif","Paepalanthus pulvinatus"
3902,"NY","NY","00504572","Paepalanthus","obtusifolius",NA,"N. Hensold",NA,"A. M. Giulietti","Bahia","Mucugê","Campo defrente ao semitério",-41.3706393848679,-13.0092666818479,NA,"gbif","Paepalanthus obtusifolius"
3904,"NY","NY","00898209","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","4602","E. P. Heringer","Distrito Federal","Brasília","Bacia do Rio São Bartolomeu",-47.9298726661488,-15.7834208090807,NA,"gbif","Paepalanthus chiquitensis"
3908,"NY","NY","00897709","Paepalanthus","bifidus",NA,"N. Hensold","619","N. Hensold","Minas Gerais","Diamantina","15 km from Diamantina on road to Biri-Biri, in the valley of Ribeirão das Pedras.",-43.62,-18.15,NA,"gbif","Paepalanthus bifidus"
3909,"NY","NY","00571732","Paepalanthus","inopinatus",NA,"N. Hensold","H52309","P. T. Sano","Bahia","Abaíra","Campo do Cigano",-41.92,-13.25,NA,"gbif","Paepalanthus inopinatus"
3910,"NY","NY","00897747","Paepalanthus","macrocephalus",NA,"M. L. O. Trovó","42624","G. M. Magalhaes","Minas Gerais","Serro",NA,-43.379375372372,-18.6084842990958,NA,"gbif","Paepalanthus macrocephalus"
3911,"NY","NY","00102832","Paepalanthus","diamantinensis",NA,"H. N. Moldenke","9920","H. L. de M. Barreto","Minas Gerais","Diamantina","Serra do Gaviao",-43.6004898201051,-18.2531772779915,NA,"gbif","Paepalanthus diamantinensis"
3913,"NY","NY","00897819","Paepalanthus","comans",NA,"H. N. Moldenke","5881","Y. E. J. Mexia","Minas Gerais","Diamantina","Barão; Serra de Capão",-43.6004898201051,-18.2531772779915,NA,"gbif","Paepalanthus comans"
3916,"NY","NY","00897774","Paepalanthus","cachambuensis",NA,"H. N. Moldenke","5083","H. L. de M. Barreto","Minas Gerais","Nova Lima","Serra do Curral",-43.8469084844571,-19.9896094009387,NA,"gbif","Paepalanthus cachambuensis"
3917,"NY","NY","00538404","Paepalanthus","triangularis",NA,"N. Hensold","86","M. Oliveira","Pernambuco","Bonito","Reserva Municipal de Bonito.  Na trilha para mata, no lado direito do açúde",-35.6958,-8.4944,NA,"gbif","Paepalanthus triangularis"
3920,"NY","NY","00897853","Paepalanthus","flaccidus",NA,"H. N. Moldenke","3019","A. Macedo","Minas Gerais","Ouro Preto",NA,-43.5082859302814,-20.2916151948885,NA,"gbif","Paepalanthus flaccidus"
3922,"NY","NY","00102902","Paepalanthus","macrotrichus","puberulus","H. N. Moldenke","46496","G. G. Hatschbach","Bahia","Rio de Contas","Rio de Contas, arredores",-41.8114683539125,-13.582879880292,NA,"gbif","Paepalanthus lundii"
3923,"NY","NY","00860376","Paepalanthus","amoenus",NA,"H. N. Moldenke","1216","G. M. Magalhaes","Minas Gerais","Ouro Preto","Serra do Itatiaia",-43.5082859302814,-20.2916151948885,NA,"gbif","Paepalanthus amoenus"
3925,"NY","NY","00571945","Paepalanthus","erigeron",NA,"A. M. Giulietti","H52373","P. T. Sano","Bahia","Abaíra","Campo do Cigano",-41.92,-13.25,NA,"gbif","Paepalanthus erigeron"
3927,"NY","NY","00860352","Paepalanthus","argenteus","argenteus","N. Hensold","376","N. Hensold","Minas Gerais","Santana do Riacho","Along road to Usina Vau da Lagoa, 9 km N of jct. with Lagoa Santa-Conceição do Mato Dentro rd. (ca. 12 km N of Hotel Chapeu de Sol).",-43.575,-19.23,NA,"gbif","Paepalanthus argenteus"
3928,"NY","NY","00571943","Paepalanthus","erigeron",NA,"A. M. Giulietti","1809","W. Ganev","Bahia","Abaíra","Serra do Bicota (vira saia)",-42.37,-13.83,NA,"gbif","Paepalanthus erigeron"
3930,"NY","NY","00504586","Paepalanthus","manicatus",NA,"H. N. Moldenke","20104","R. M. Harley","Bahia",NA,"Between 2.5 and 5 km S of Vila do Rio de Contas on side road to W of the road to Livramento, leading to the Rio Brumado",-41.83,-13.6,NA,"gbif","Paepalanthus manicatus"
3931,"NY","NY","00949433","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","5612","D. R. Hunt","Mato Grosso","Ribeirão Cascalheira","Xavantina-Cachimbo road, 215 kms. from Xavantina. At end of abandoned stretch of road.",-51.8249179961806,-12.9455499691,NA,"gbif","Paepalanthus chiquitensis"
3932,"NY","NY","00897884","Paepalanthus","elongatus",NA,"A. M. Giulietti","291","S. Romaniuc Neto","Goias","Alto Paraíso de Goiás","Chapada dos Veadeiros. Proxima à sede do IBDF Riacho José Jacó",-47.5101417129434,-14.1361863978701,NA,"gbif","Paepalanthus elongatulus"
3934,"NY","NY","00897991","Paepalanthus","implicatus",NA,"H. N. Moldenke","5756in part","Y. E. J. Mexia","Minas Gerais","Diamantina","Diamantina, Serra do Rio Grande",-43.6004898201051,-18.2531772779915,NA,"gbif","Paepalanthus implicatus"
3935,"NY","NY","00897722","Paepalanthus","aureus",NA,"N. Hensold","372","N. Hensold","Minas Gerais","Santana do Riacho","Serra do Cipó, 104 km by road from Lagoa Santa (.5 km W of Hotel Chapeu de Sol), on road to Conceição do Mato Dentro.",-43.63,-19.3083,NA,"gbif","Paepalanthus aureus"
3937,"NY","NY","00898149","Paepalanthus","viridis",NA,"H. N. Moldenke","23353","H. S. Irwin","Minas Gerais",NA,"Serra do Espinhaço, ca. 8 km west of Grão Mogol",-42.8944,-16.56475,NA,"gbif","Paepalanthus lamarckii"
3941,"NY","NY","00898185","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","3979","W. W. Thomas","Mato Grosso","Sinop","Savanna 1-2 km E of Rio Teles Pires on rd from BR 163 to Pôrto dos Gaúchos (MT220)",-55.7,-11.7,NA,"gbif","Paepalanthus chiquitensis"
3943,"NY","NY","00897741","Paepalanthus","macrocephalus",NA,"M. L. O. Trovó","22549","H. S. Irwin","Minas Gerais","Datas","Serra do Espinhaço, vicinity of Datas",-43.6556,-18.44535,NA,"gbif","Paepalanthus macrocephalus"
3945,"NY","NY","00504622","Paepalanthus","pulchellus",NA,"H. N. Moldenke","14348","S. A. Mori","Bahia","Palmeiras","Pai Inaçio, BR 242, W of Lençois at km 232",-41.5589515949672,-12.5328554053327,NA,"gbif","Paepalanthus pulchellus"
3946,"NY","NY","00504685","Paepalanthus","tortilis",NA,"N. Hensold","9607","S. A. Mori","Bahia","Alcobaça","Rod. BA 001, a 5 km ao Sul de Alcobaça.  Folha SE-24 (18-39a)",-39.20939,-17.568634,NA,"gbif","Paepalanthus tortilis"
3947,"NY","NY","00898080","Paepalanthus","nigrescens",NA,"N. Hensold","2559","G. M. Magalhaes","Minas Gerais","Caeté","Serra do Quibungo- União",-43.6695963577242,-19.8838076911196,NA,"gbif","Paepalanthus nigrescens"
3949,"NY","NY","2072194","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","8156","W. R. Anderson","Goias","Cristalina","2 km by road E of Cristalina.  Serra dos Cristais.",-47.582,-16.75,NA,"gbif","Paepalanthus chiquitensis"
3956,"NY","NY","00818444","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","474","E. P. Heringer","Distrito Federal","Brasília","Reserva Ecológica do IBGE",-47.9298726661488,-15.7834208090807,NA,"gbif","Paepalanthus chiquitensis"
3958,"NY","NY","00860387","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","17689","E. P. Heringer","Goias","Luziania","Santo Antônio do Descoberto",-47.9507751562949,-16.2565304858771,NA,"gbif","Paepalanthus chiquitensis"
3959,"NY","NY","00538180","Paepalanthus","trichophyllus",NA,"A. M. Giulietti","24486","R. M. Harley","Bahia","Rio de Contas","Encosta do Pico das Almas",-41.8114683539125,-13.582879880292,NA,"gbif","Paepalanthus trichophyllus"
3963,"NY","NY","00102977","Paepalanthus","uncinatus","rectus","N. Hensold","425","N. Hensold","Minas Gerais",NA,"Mpio. Itambé do Mato Dentro: 4 km from town on road to Cabeça de Boi",-43.35,-19.4111,NA,"gbif","Paepalanthus uncinatus"
3969,"NY","NY","00860497","Paepalanthus","argenteus","argenteus","N. Hensold","325","N. Hensold","Minas Gerais","Diamantina","Road to Sêrro, 7-11 km from the jct. with the Diamantina-Extração rd.",-43.50556,-18.317,NA,"gbif","Paepalanthus argenteus"
3970,"NY","NY","00897842","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","19206","G. T. Prance","Mato Grosso",NA,"Road behind Veu de Noiva. Chapada dos Guimarães.",-55.832445,-15.40761,NA,"gbif","Paepalanthus chiquitensis"
3971,"NY","NY","00504636","Paepalanthus","salticola",NA,"H. N. Moldenke","18843A","R. M. Harley","Bahia","Mucugê","2-3 km approximately SW of Mucugé on the road to Cascavel",-41.4,-13.02,NA,"gbif","Paepalanthus tortilis"
3973,"NY","NY","00504623","Paepalanthus","pulchellus",NA,"H. N. Moldenke","1686","R. P. Belém","Bahia","Canavieiras","Margem da Rodovia Camacan-Canavieiras, 32 km W de Canavieiras",-39.182106,-15.510201,NA,"gbif","Paepalanthus pulchellus"
3974,"NY","NY","00571957","Paepalanthus","succisus",NA,"A. M. Giulietti","3539","W. Ganev","Bahia","Abaíra","Caminho Jambreiro-Belo Horizonte",-41.85,-13.3,NA,"gbif","Paepalanthus succisus"
3976,"NY","NY","00897865","Paepalanthus","trichophyllus",NA,"M. L. O. Trovó","12575","H. S. Irwin","Goias","Alto Paraíso de Goiás","Chapada dos Veadeiros, ca. 20 km W. of Alto Paraíso de Goiás (formerly Veadeiros).",-47.70192,-14.1167,NA,"gbif","Paepalanthus trichophyllus"
3977,"NY","NY","00002215","Paepalanthus","sphaerocephalus",NA,"A. M. Giulietti","630","N. Hensold","Minas Gerais","Diamantina","2-15 km from Diamantina, on road to Biri-Biri, in valley of Ribeirao das Pedras",-43.617,-18.192,NA,"gbif","Paepalanthus sphaerocephalus"
3978,"NY","NY","00897769","Paepalanthus","camptophyllus",NA,"H. N. Moldenke","3547","L. Emygdio de Mello Filho","Minas Gerais",NA,"Caraça",-43.488109,-20.098789,NA,"gbif","Paepalanthus camptophyllus"
3979,"NY","NY","00538171","Paepalanthus","subtilis",NA,"H. N. Moldenke","19577","R. M. Harley","Bahia","Rio de Contas","Lower NE slopes of the Pico das Almas, ca. 25 km WNW of the Vila do Rio de Contas",-41.95,-13.55,NA,"gbif","Paepalanthus subtilis"
3983,"NY","NY","00898070","Paepalanthus","planifolius",NA,"H. N. Moldenke","35770","W. R. Anderson","Minas Gerais",NA,"Serra do Espinhaço, summit of the Pico do Itambé",-43.391944,-18.43185,NA,"gbif","Paepalanthus planifolius"
3986,"NY","NY","00897898","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","6552","H. S. Irwin","Mato Grosso",NA,"Ca. 1 km. N.E. of Garapú.",-52.57,-13.18,NA,"gbif","Paepalanthus chiquitensis"
3989,"NY","NY","00571611","Paepalanthus","inopinatus",NA,"N. Hensold","H50545","R. M. Harley","Bahia","Abaíra","Salao, 9 km de Catolés na estrada para Inúbia",-41.88,-13.25,NA,"gbif","Paepalanthus inopinatus"
3994,"NY","NY","01016440","Paepalanthus","triangularis",NA,"N. Hensold","480","A. G. da Silva","Pernambuco","Bonito","Mata do Município. Margem da PE 103.",-35.6958,-8.4944,NA,"gbif","Paepalanthus triangularis"
3997,"NY","NY","1688929","Paepalanthus","myocephalus",NA,"M. L. O. Trovó","65","J. L. Viana","Pernambuco",NA,"Jaqueira. RPPN Frei Caneca. Usina Frei Caneca - Pedra do Cruzeiro",-35.8447,-8.7658,NA,"gbif","Paepalanthus myocephalus"
4000,"NY","NY","00898201","Paepalanthus","suffruticans",NA,"N. Hensold","3521","L. Emygdio de Mello Filho","Minas Gerais",NA,"Caraça.",-43.488109,-20.098789,NA,"gbif","Paepalanthus suffruticans"
4002,"NY","NY","00501299","Paepalanthus","almasensis",NA,"A. M. Giulietti",NA,"A. M. Giulietti","Bahia","Rio de Contas","Pico das Almas",-41.8114683539125,-13.582879880292,NA,"gbif","Paepalanthus almasensis"
4005,"NY","NY","00897810","Paepalanthus","comans",NA,"N. Hensold","263","N. Hensold","Minas Gerais","Diamantina","7 km from Diamantina, on road to Biri-Biri, in the valley of Ribeirão das Pedras.",-43.625,-18.2028,NA,"gbif","Paepalanthus comans"
4006,"NY","NY","00571736","Paepalanthus","strictus",NA,"A. M. Giulietti","655","W. Ganev","Bahia","Abaíra","Campos de Ouro Fino, próximo ao acampamento da expediçao",-41.9,-13.27,NA,"gbif","Paepalanthus strictus"
4008,"NY","NY","00002214","Paepalanthus","striatus",NA,"H. N. Moldenke","III1800","A. F. Regnell","Minas Gerais","Caldas","Caldas",-46.3861849281818,-21.9274384280909,NA,"gbif","Paepalanthus striatus"
4011,"NY","NY","01146060","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","10228","P. G. Delprete","Goias","Senador Canedo","Morro de Santo Antonio.",-49.1667,-16.6667,NA,"gbif","Paepalanthus chiquitensis"
4012,"NY","NY","00897852","Paepalanthus","flaccidus",NA,"F. N. Costa","135","F. N. Costa","Minas Gerais","Santana do Riacho","Serra do Cipó. Próximo ao km 120 da rodovia MG 010, Belo Horizonte - Conceição do Mato Dentro. Caminho para Cachoeira da Capivara.",-43.7143985170281,-19.1729945899495,NA,"gbif","Paepalanthus flaccidus"
4014,"NY","NY","00538179","Paepalanthus","trichophyllus",NA,"A. M. Giulietti","25929","R. M. Harley","Bahia","Rio de Contas","Pico das Almas.  Vertente leste.  Junco. 9-11 km ao N-0 da cidade",-41.88,-13.53,NA,"gbif","Paepalanthus trichophyllus"
4015,"NY","NY","00102835","Paepalanthus","digitiformis",NA,"N. Hensold","520","N. Hensold","Minas Gerais",NA,"Serra do Espinhaço; Municipo Conceiçao do Mato Dentro: Ca. 4 km southeast of Ouro Fino, on road to Conceiçao do Mato Dendro",-43.5694,-18.9528,NA,"gbif","Paepalanthus digitiformis"
4020,"NY","NY","00898001","Paepalanthus","gyrotrichus",NA,"H. N. Moldenke","35402","G. G. Hatschbach","Minas Gerais","Conceição do Mato Dentro","Rio Santo Antonio",-43.4248788829597,-19.0409924221712,NA,"gbif","Paepalanthus gyrotrichus"
4022,"NY","NY","00898073","Paepalanthus","planifolius",NA,"N. Hensold","417","N. Hensold","Minas Gerais",NA,"Mpio. José de Melo: Serra do Pedra Redonda, 17 km by road Ne of José de Melo.",-43.48,-19.68,NA,"gbif","Paepalanthus planifolius"
4024,"NY","NY","00571618","Paepalanthus","contasensis",NA,"N. Hensold","s.n.","P. T. Sano","Bahia","Abaíra","Tijuquinho",-41.9,-13.27,NA,"gbif","Paepalanthus contasensis"
4027,"NY","NY","00501484","Paepalanthus","bifidus","brevipes","H. N. Moldenke",NA,"L. Riedel","Bahia",NA,NA,-39.039072,-15.159747,NA,"gbif","Paepalanthus bifidus"
4030,"NY","NY","00501490","Paepalanthus","acanthophyllus",NA,"H. N. Moldenke","9400","H. S. Irwin","Goias","Alto Paraíso de Goiás","Ca. 12 km NW of Veadeiros, road to Cavalcante",-47.5101417129434,-14.1361863978701,NA,"gbif","Paepalanthus acanthophyllus"
4032,"NY","NY","00898192","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","13425","H. S. Irwin","Goias","Cristalina","Serra dos Cristais, ca. 3 km E. of Cristalina.",-48,-17,NA,"gbif","Paepalanthus chiquitensis"
4034,"NY","NY","00504588","Paepalanthus","macrocaulon",NA,"A. M. Giulietti","26417","R. M. Harley","Bahia","Rio de Contas","Pico das Almas.  Vertente leste.  Subida do pico do Campo de Queiroz",-41.97,-13.53,NA,"gbif","Paepalanthus macrocaulon"
4035,"NY","NY","00504620","Paepalanthus","pulchellus",NA,"A. M. Giulietti","22395","R. M. Harley","Bahia","Lençóis","Serras dos Lençois.  Serra do Brejao ca. 14 km NW of Lençois",-41.45,-12.45,NA,"gbif","Paepalanthus pulchellus"
4036,"NY","NY","00504552","Paepalanthus","pulvinatus",NA,"M. L. O. Trovó","18763","R. M. Harley","Bahia",NA,"10 km S of Andaraí on the road to Mucugé",-41.32,-12.87,NA,"gbif","Paepalanthus pulvinatus"
4041,"NY","NY","00898015","Paepalanthus","mollis","itambeensis","N. Hensold","35763","W. R. Anderson","Minas Gerais",NA,"Serra do Espinhaço, summit of the Pico do Itambé",-43.391944,-18.43185,NA,"gbif","Paepalanthus mollis"
4042,"NY","NY","00898060","Paepalanthus","planifolius",NA,"H. N. Moldenke","2319","G. M. Magalhaes","Minas Gerais","Jaboticatubas","Serra do Corrego das Congonhas",-43.7449009914025,-19.5174009248309,NA,"gbif","Paepalanthus planifolius"
4046,"NY","NY","00504571","Paepalanthus","obtusifolius",NA,"N. Hensold","6061","L. Coradin","Bahia","Campo Formoso","Agua Preta.  Estrada Alagoinhas-Minas do Mimoso",-41.32,-10.37,NA,"gbif","Paepalanthus obtusifolius"
4047,"NY","NY","00860496","Paepalanthus","argenteus","argenteus","N. Hensold","517","N. Hensold","Minas Gerais","Presidente Kubitschek","Ca. 1 km N of Costa Sena on road to Datas",-43.67,-18.6639,NA,"gbif","Paepalanthus argenteus"
4049,"NY","NY","00538168","Paepalanthus","succisus",NA,"A. M. Giulietti","CFCR6920","A. M. Giulietti","Bahia","Rio de Contas","Pico das Almas",-41.8114683539125,-13.582879880292,NA,"gbif","Paepalanthus succisus"
4051,"NY","NY","00571608","Paepalanthus","macrocaulon",NA,"N. Hensold","720","W. Ganev","Bahia","Abaíra","Campos da Serra do Bicota",-41.85,-13.32,NA,"gbif","Paepalanthus macrocaulon"
4053,"NY","NY","01038710","Paepalanthus","argenteus","argenteus","N. Hensold","344","N. Hensold","Minas Gerais","Serro","2.5 km N of Milho Verde, where road cuts through large rock outcrop.",-43.4861,-18.4417,NA,"gbif","Paepalanthus argenteus"
4060,"NY","NY","00898138","Paepalanthus","revolutus",NA,"N. Hensold","518","N. Hensold","Minas Gerais","Congonhas do Norte","2 km S of town on road to Conceição do Mato Dentro.",-43.6611,-18.8417,NA,"gbif","Paepalanthus revolutus"
4067,"NY","NY","00504577","Paepalanthus","tortilis",NA,"N. Hensold","17961","R. M. Harley","Bahia","Alcobaça","On the coast road between Alcobaça and Prado 7 km NW of Alcobaça and 1 km N along road from the Rio Itanhentinga",-39.22,-17.52,NA,"gbif","Paepalanthus tortilis"
4068,"NY","NY","00571909","Paepalanthus","strictus",NA,"A. M. Giulietti","3321","W. Ganev","Bahia","Abaíra","Covuao, subida para os frios",-41.87,-13.33,NA,"gbif","Paepalanthus strictus"
4069,"NY","NY","00501292","Paepalanthus","barbulatus",NA,"A. M. Giulietti",NA,"A. M. Giulietti","Bahia","Mucugê","Alto do Morro da Pina.  Estrada de Mucugê a Guiné, a 25 km NO de Mucugê",-41.3706393848679,-13.0092666818479,NA,"gbif","Paepalanthus barbulatus"
4070,"NY","NY","00538152","Paepalanthus","tortilis",NA,"H. N. Moldenke","s.n.","Salzmann","Bahia",NA,NA,-39.039072,-15.159747,NA,"gbif","Paepalanthus tortilis"
4072,"NY","NY","00897964","Paepalanthus","lycopodioides",NA,"H. N. Moldenke","31690","G. G. Hatschbach","Minas Gerais","Diamantina","Rod. Guinda-Cons. Nata.",-43.6004898201051,-18.2531772779915,NA,"gbif","Paepalanthus lycopodioides"
4075,"NY","NY","00538375","Paepalanthus","triangularis",NA,"N. Hensold","234","M. R. C. Sales de Melo","Pernambuco","Bonito","Reserva Municipal de Bonito",-35.6958,-8.4944,NA,"gbif","Paepalanthus triangularis"
4076,"NY","NY","00897904","Paepalanthus","chrysolepis",NA,"N. Hensold","CFCR8642","W. W. Thomas","Minas Gerais","Diamantina","estrada para São João da Chapada, perto de Sopa.",-43.6004898201051,-18.2531772779915,NA,"gbif","Paepalanthus chrysolepis"
4078,"NY","NY","00897855","Paepalanthus","flaccidus",NA,"H. N. Moldenke","29543","H. S. Irwin","Minas Gerais","Ouro Preto","Serra do Espinhaço, lower slopes of Pico de Itacolomi, ca. 3 km S. of Ouro Preto",-43.505833,-20.3874,NA,"gbif","Paepalanthus flaccidus"
4080,"NY","NY","00958125","Paepalanthus","microphyllus",NA,"A. M. Giulietti","CFSC7294","N. M. Castro","Minas Gerais","Santana do Riacho","Km 123 da Rodovia Belo Horizonte-Conceição do Mato Dentro.",-43.7143985170281,-19.1729945899495,NA,"gbif","Paepalanthus microphyllus"
4084,"NY","NY","01038711","Paepalanthus","argenteus","argenteus","N. Hensold","2988","N. Hensold","Minas Gerais","Diamantina","29 km from BR-367 between Diamantina and Gouvêia, on the road to Conselheiro Mata.",-43.8611,-18.3111,NA,"gbif","Paepalanthus argenteus"
4085,"NY","NY","00897775","Paepalanthus","cachambuensis",NA,"H. N. Moldenke","2563","H. L. de M. Barreto","Minas Gerais","Belo Horizonte","Acaba Mudno- Serra do Curral",-43.9380145595816,-19.9246081193028,NA,"gbif","Paepalanthus cachambuensis"
4088,"NY","NY","00949434","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","3979","W. W. Thomas","Mato Grosso","Sinop","Savanna 1-2 km E of Rio Teles Pires on rd from BR 163 to Pôrto dos Gaúchos (MT220)",-55.7,-11.7,NA,"gbif","Paepalanthus chiquitensis"
4092,"NY","NY","00571613","Paepalanthus","elongatus",NA,"A. M. Giulietti","945","W. Ganev","Bahia","Piata","Serra do Atalho, entre Cravada e Cravadinha",-41.9,-13.12,NA,"gbif","Paepalanthus elongatulus"
4093,"NY","NY","00207087","Paepalanthus","chiquitensis",NA,"M. L. O. Trovó","10461","W. R. Anderson","Goias","Cocalzinho de Goiás","Serra dos Pirineus, ca. 15 km (straight line) N of Corumbá de Goiás",-48.8091403572096,-15.7917749547337,NA,"gbif","Paepalanthus chiquitensis"
