"datsrc","institutioncode","collectioncode","catalognumber","genus","species","identifiedby","collectornumber","collector","stateprovince","county","locality","longitude","latitude","infraspecificEpithet","scientificname_gbif","municipality_gbif","scientificnameauthor_sp"
"gbif","Cenargen","CEN","27007","Diplusodon","sigillatus","T. B. Cavalcanti","2199","Taciana Barbosa Cavalcanti","Goiás",NA,"Rodovia GO-118, a 10 km ao N de Alto Paraíso de Goiás.",-47.479722,-14.1025,NA,"Diplusodon sigillatus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","27018","Diplusodon","lanceolatus","T. B. Cavalcanti & S. Graham","2264","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"BR-040 Paracatu-João Pinheiro, km 4. Estrada vicinal a 2 km da BR.",-46.80806,-17.25333,NA,"Diplusodon lanceolatus Pohl","PARACATU",NA
"gbif","Cenargen","CEN","27019","Diplusodon","oblongus","T. B. Cavalcanti","2265","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Entroncamento Vazante-Coranmandel, MG - 188, km 31.",-47.0675,-18.10361,NA,"Diplusodon oblongus Pohl","GUARDA-MOR",NA
"gbif","Cenargen","CEN","27020","Diplusodon","kielmeyeroides","T. B. Cavalcanti","2266","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Entroncamento Vazante-Coramandel, MG-188, km 38. Serra da Carcaça. Chapadão.",-47.08333,-18.11778,NA,"Diplusodon kielmeyeroides A.St.-Hil.","COROMANDEL",NA
"gbif","Cenargen","CEN","27021","Diplusodon","kielmeyeroides","T. B. Cavalcanti","2267","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Entroncamento Vazante-Coramandel, MG-188, km 38. Serra da Carcaça. Chapadão.",-47.083333,-18.117777,"kielmeyeroides","Diplusodon kielmeyeroides var. kielmeyeroides","COROMANDEL",NA
"gbif","Cenargen","CEN","27022","Diplusodon","oblongus","T. B. Cavalcanti","2268","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Entroncamento Vazante-Coranmandel, MG-188, km 38. Serra da Carcaça. Chapadão.",-47.083333,-18.117777,"oblongus","Diplusodon oblongus var. oblongus","COROMANDEL",NA
"gbif","Cenargen","CEN","27023","Diplusodon","kielmeyeroides","T. B. Cavalcanti","2269","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Serra do Pilões. Estrada vicinal Chapadão-Pilões, km 50, na descida da serra.",-47.1575,-17.85528,NA,"Diplusodon kielmeyeroides A.St.-Hil.","GUARDA-MOR",NA
"gbif","Cenargen","CEN","27024","Diplusodon","hirsutus","T. B. Cavalcanti","2270","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 100.",-43.61194,-19.32417,NA,"Diplusodon hirsutus DC.","SANTANA DO RIACHO",NA
"gbif","Cenargen","CEN","27025","Diplusodon","orbicularis","T. B. Cavalcanti","2271","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Serra do Cipó. Rodovia Belo Horizonte- Conceição do Mato Dentro, km 100.",-43.61194,-19.32417,NA,"Diplusodon orbicularis Koehne","SANTANA DO RIACHO",NA
"gbif","Cenargen","CEN","27032","Diplusodon","ciliiflorus","T. B. Cavalcanti","2279","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Serra do Cipó. Rodovia Belo Horizonte - Conceição do Mato Dentro, km 117.",-43.55861,-19.2575,NA,"Diplusodon ciliiflorus Koehne","SANTANA DO RIACHO",NA
"gbif","Cenargen","CEN","27037","Diplusodon","glaucescens","T. B. Cavalcanti","2284","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Rodovia Serro-Diamantina, km 23.",-43.51028,-18.57833,NA,"Diplusodon glaucescens DC.","SERRO",NA
"gbif","Cenargen","CEN","27039","Diplusodon","glaucescens","T. B. Cavalcanti","2286","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Rodovia Serro-Diamantina, km 34.",-43.56861,-18.57972,NA,"Diplusodon glaucescens DC.","PRESIDENTE KUBITSCHEK",NA
"gbif","Cenargen","CEN","27040","Diplusodon","helianthemifolius","T. B. Cavalcanti","2287","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Serra do Ambrósio. Fazenda Vargem do Anjo.",-43.059444,-18.142222,"pemphoides","Diplusodon helianthemifolius var. pemphoides (DC.) Koehne","RIO VERMELHO",NA
"gbif","Cenargen","CEN","27046","Diplusodon","hexander","T. B. Cavalcanti","2293","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Estrada Diamantina-Biribiri, km 2.",-43.6025,-18.2025,NA,"Diplusodon hexander DC.","DIAMANTINA",NA
"gbif","Cenargen","CEN","27049","Diplusodon","helianthemifolius","T. B. Cavalcanti","2296","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Estrada Diamantina, km 1.",-43.61861,-18.16806,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","DIAMANTINA",NA
"gbif","Cenargen","CEN","27051","Diplusodon","hexander","T. B. Cavalcanti","2298","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"BR-529 Diamantina-Curvelo, a 100 metros da BR na estrada para a represa da CEMIG.",-43.98528,-18.659166,NA,"Diplusodon hexander DC.","GOUVEA",NA
"gbif","Cenargen","CEN","27054","Diplusodon","bradei","T. B. Cavalcanti","2301","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"BR-529. Diamantina-Curvelo, 2 km da BR na estrada para a represa da CEMIG.",-43.98694,-18.63083,NA,"Diplusodon bradei Pilg.","GOUVEA",NA
"gbif","Cenargen","CEN","27056","Diplusodon","ciliiflorus","T. B. Cavalcanti","2303","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"BR-529. Diamantina - Curvelo. Torre da TELEMIG.",-43.907777,-18.611944,NA,"Diplusodon ciliiflorus Koehne","GOUVEA",NA
"gbif","Cenargen","CEN","27058","Diplusodon","glaziovii","T. B. Cavalcanti","2305","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Estrada BR-259 - Conselheiro Mata, km 26.",-43.87889,-18.323888,NA,"Diplusodon glaziovii Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","27073","Diplusodon","aggregatifolius","T. B. Cavalcanti","2320","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Ribeirão dos Bois. Estrada Grão Mogol - São João da Vacaria, na entrada da cidade de Grão-Mogol.",-42.88722,-16.56417,NA,"Diplusodon aggregatifolius T.B.Cavalc.","GRAO MOGOL",NA
"gbif","Cenargen","CEN","27075","Diplusodon","hirsutus","T. B. Cavalcanti","2322","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Alto do Pico do Chapéu, aonde fica a antena de televisão.",-42.92639,-16.72722,NA,"Diplusodon hirsutus DC.","CRISTALIA",NA
"gbif","Cenargen","CEN","27076","Diplusodon","hirsutus","T. B. Cavalcanti","2323","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Alto do Pico do Chapéu, aonde fica a antena de televisão.",-42.92639,-16.72722,NA,"Diplusodon hirsutus DC.","CRISTALIA",NA
"gbif","Cenargen","CEN","27091","Diplusodon","oblongus","T. B. Cavalcanti","2339","Taciana Barbosa Cavalcanti","Mato Grosso",NA,"Rodovia de acesso a torre do Sindacta. Parque Estadual da Serra Azul.",-52.27389,-15.8525,NA,"Diplusodon oblongus Pohl","BARRA DO GARCAS",NA
"gbif","Cenargen","CEN","27099","Diplusodon","strigosus","T. B. Cavalcanti","2347","Taciana Barbosa Cavalcanti","Mato Grosso",NA,"BR-158, Nova Xavantina-Água Boa,42 km de Nova Xavantina.",-52.22806,-14.41139,NA,"Diplusodon strigosus Pohl","AGUA BOA",NA
"gbif","Cenargen","CEN","27103","Diplusodon","speciosus","T. B. Cavalcanti","2351","Taciana Barbosa Cavalcanti","Mato Grosso",NA,"BR-158, Água Boa-Ribeirão Cascalheira, 18 km de Água Boa.",-52.08694,-13.91417,NA,"Diplusodon speciosus DC.","AGUA BOA",NA
"gbif","Cenargen","CEN","27106","Diplusodon","strigosus","T. B. Cavalcanti","2354","Taciana Barbosa Cavalcanti","Mato Grosso",NA,"BR-158, Água Boa-Ribeirão Cascalheira, 62 km de Água Boa.",-51.94056,-13.77444,NA,"Diplusodon strigosus Pohl","AGUA BOA",NA
"gbif","Cenargen","CEN","27133","Diplusodon","bolivianus","T. B. Cavalcanti","2381","Taciana Barbosa Cavalcanti","Mato Grosso",NA,"BR-364, Vilhena-Comodoro, 84 km S de Vilhena.",-59.87083,-13.35389,NA,"Diplusodon bolivianus T.B.Cavalc.","COMODORO",NA
"gbif","Cenargen","CEN","27144","Diplusodon","ramosissimus","C. E. B. Proença","1775","Carolyn Elinore Barnes Proença","Goiás",NA,"RPPN Linda Serra dos Topazios.",-47.66667,-16.75,NA,"Diplusodon ramosissimus Pohl","CRISTALINA",NA
"gbif","Cenargen","CEN","27152","Diplusodon","strigosus","T. B. Cavalcanti","1106","Bruno Machado Teles Walter","Goiás",NA,"Ponte sobre o Rio Bagagem; distante 32,5 km da cidade de Niquelândia. Estrada Niquelândia/Colinas do Sul.",-48.2,-14.36667,NA,"Diplusodon strigosus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","27154","Diplusodon","virgatus","T. B. Cavalcanti","1269","Bruno Machado Teles Walter","Goiás",NA,"Estrada de terra vicinal a GO-237(Niquelândia/Colinas). Entrada a 600 m da ponte sobre o Bagagem a 7 km desta.",-48.2,-14.33333,NA,"Diplusodon virgatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","27155","Diplusodon","virgatus","T. B. Cavalcanti","1302","Bruno Machado Teles Walter","Goiás",NA,"Estrada vicinal a GO-237 (Niquelândia/Colinas). Entrada a 600 m da ponte sobre o Rio Bagagem, 32 km desta margem direita.",-48.21667,-14.15,NA,"Diplusodon virgatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","27156","Diplusodon","punctatus","T. B. Cavalcanti","1306","Bruno Machado Teles Walter","Goiás",NA,"Estrada vicinal a GO-237 (Niquelândia/Colinas). Entrada a 600 m da ponte sobre Rio Bagagem; 32 km desta. m. direita.",-48.21667,-14.15,"punctatus","Diplusodon punctatus var. punctatus","NIQUELANDIA",NA
"gbif","Cenargen","CEN","27157","Diplusodon","ramosissimus","T. B. Cavalcanti","1358","Bruno Machado Teles Walter","Goiás",NA,"Região da Serra Negra, margem esquerda do rio Bagagem, próximo à Fazenda Aroeira, após a CODEMIN (10 km desta).",-48.38333,-14.11667,NA,"Diplusodon ramosissimus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","27160","Diplusodon","punctatus","T. B. Cavalcanti","1380","Bruno Machado Teles Walter","Goiás",NA,"Fazenda Aroeira, ao lado da CODEMIN, lado direito do rio Bagagem.",-48.36667,-14.16667,"punctatus","Diplusodon punctatus var. punctatus","NIQUELANDIA",NA
"gbif","Cenargen","CEN","27651","Diplusodon","longipes","T. B. Cavalcanti","3008","Bruno Machado Teles Walter","Goiás",NA,"Estrada de terra da GO - 237 para a fazenda Ponte Alta (Ouro Fino, etc.), cerca de 5 km da GO - 237.",-48.958611,-14.584722,NA,"Diplusodon longipes Koehne","URUACU",NA
"gbif","Cenargen","CEN","27681","Diplusodon","oblongus","T. B. Cavalcanti","3038","Bruno Machado Teles Walter","Goiás",NA,"Estrada de terra da GO - 237 para a fazenda Ponte Alta, entre a fazenda Água Quente e Ponte Alta.",-48.951388,-14.636666,NA,"Diplusodon oblongus Pohl","URUACU",NA
"gbif","Cenargen","CEN","27726","Diplusodon","oblongus","T. B. Cavalcanti","3083","Bruno Machado Teles Walter","Goiás",NA,"Estrada de terra da BR - 153 passando pela vila Água Branca, para a fazenda Porteira Grande, cerca de 6 km após a sede da fazenda.",-49.003888,-14.390555,NA,"Diplusodon oblongus Pohl","URUACU",NA
"gbif","Cenargen","CEN","27808","Diplusodon","strigosus","T. B. Cavalcanti","3165","Bruno Machado Teles Walter","Goiás",NA,"BR - 153, aproximadamente 8 km antes de Uruaçú, no sentido Brasília - Belém. Beira da estrada",-49.005277,-14.649444,NA,"Diplusodon strigosus Pohl","BARRO ALTO",NA
"gbif","Cenargen","CEN","27920","Diplusodon","marginatus","T. B. Cavalcanti","3283","Bruno Machado Teles Walter","Goiás",NA,"Estrada Minaçu/Serra da Mesa. Cerca de 25 km de Minaçu.",-48.43333,-13.81667,NA,"Diplusodon marginatus Pohl","MINACU",NA
"gbif","Cenargen","CEN","27927","Diplusodon","strigosus","T. B. Cavalcanti","3290","Bruno Machado Teles Walter","Goiás",NA,"Estrada Minaçu/Serra da Mesa. Cerca de 25 km de Minaçu.",-48.43333,-13.81667,NA,"Diplusodon strigosus Pohl","MINACU",NA
"gbif","Cenargen","CEN","28368","Diplusodon","virgatus","T. B. Cavalcanti","2258","Taciana Barbosa Cavalcanti",NA,NA,"Chapada da Contagem, a 7 Km da BR-010, na rodovia para Brasilândia BR-080.",-47.95,-15.58333,NA,"Diplusodon virgatus Pohl",NA,NA
"gbif","Cenargen","CEN","28370","Diplusodon","lanceolatus","T. B. Cavalcanti","2311","Taciana Barbosa Cavalcanti","Minas Gerais",NA,"Entroncamento Rodovia BR-367-Minas Novas, Km 8, a 100 m em uma estrada vicinal a leste para Campo Alegre.",-42.64417,-17.29972,NA,"Diplusodon lanceolatus Pohl","MINAS NOVAS",NA
"gbif","Cenargen","CEN","28377","Diplusodon","floribundus","T. B. Cavalcanti","604","Sebastião Pinheiro Cordovil da Silva","Goiás",NA,"Estrada de acesso a Rosariana, próximo a Codemim.",-48.35528,-14.17722,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","28381","Diplusodon","ramosissimus","T. B. Cavalcanti","609","Sebastião Pinheiro Cordovil da Silva","Goiás",NA,"Base da vertente sudeste da Serra Negra.",-48.36111,-14.04611,NA,"Diplusodon ramosissimus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","28387","Diplusodon","strigosus","T. B. Cavalcanti","618","Sebastião Pinheiro Cordovil da Silva","Goiás",NA,"Fazenda Aranha, próximo a dolina.",-48.71611,-14.26194,NA,"Diplusodon strigosus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","28406","Diplusodon","ramosissimus","T. B. Cavalcanti","671","Sebastião Pinheiro Cordovil da Silva","Goiás",NA,"Margem esquerda do Rio Bagagem.",-48.13333,-14.16667,NA,"Diplusodon ramosissimus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","28639","Diplusodon","ovatus","T. B. Cavalcanti","64063","Gert Guenther Hatschbach","Minas Gerais",NA,"Rodovia BR-050, próximo do Rio Tejuco.",NA,NA,NA,"Diplusodon ovatus Pohl","UBERABA",NA
"gbif","Cenargen","CEN","28640","Diplusodon","thymifolius","T. B. Cavalcanti","30","C. F. Rozindo Cardoso","Bahia",NA,"Rodovia BA-242 entre Baianópolis e Barreiras. Nordeste.",-44.62639,-12.18417,NA,"Diplusodon thymifolius DC.","BAIANOPOLIS",NA
"gbif","Cenargen","CEN","28641","Diplusodon","glaucescens","T. B. Cavalcanti","66307","Gert Guenther Hatschbach","Minas Gerais",NA,"Serra do Cabral, Armazém do Laje.",NA,NA,NA,"Diplusodon glaucescens DC.","JOAQUIM FELICIO",NA
"gbif","Cenargen","CEN","28642","Diplusodon","orbicularis","T. B. Cavalcanti","64214","Gert Guenther Hatschbach","Minas Gerais",NA,"Serra do cabral, Agropecuária Serra do Cabral.",NA,NA,NA,"Diplusodon orbicularis Koehne","VARZEA DA PALMA",NA
"gbif","Cenargen","CEN","28643","Diplusodon","uninervius","T. B. Cavalcanti","64204","Gert Guenther Hatschbach","Minas Gerais",NA,"Serra do Cabral, Agropacuária Serra do Cabral.",NA,NA,NA,"Diplusodon uninervius Koehne","VARZEA DA PALMA",NA
"gbif","Cenargen","CEN","28644","Diplusodon","helianthemifolius","T. B. Cavalcanti","66081","Gert Guenther Hatschbach","Bahia",NA,"Rodovia Santa Maria da Vitória a Brasília, km 190.",NA,NA,"helianthemifolius","Diplusodon helianthemifolius var. helianthemifolius","CORRENTINA",NA
"gbif","Cenargen","CEN","28645","Diplusodon","puberulus","T. B. Cavalcanti","64196","Gert Guenther Hatschbach","Minas Gerais",NA,"Estrada Várzea da Palma a Serra do Cabral, subida da serra.",NA,NA,NA,"Diplusodon puberulus Koehne","VARZEA DA PALMA",NA
"gbif","Cenargen","CEN","28646","Diplusodon","lanceolatus","T. B. Cavalcanti","64200","Gert Guenther Hatschbach","Minas Gerais",NA,"Estrada Várzea da Palma a Serra do cabral, subida da serra.",NA,NA,NA,"Diplusodon lanceolatus Pohl","VARZEA DA PALMA",NA
"gbif","Cenargen","CEN","28647","Diplusodon","lanceolatus","T. B. Cavalcanti","64794","Gert Guenther Hatschbach","Minas Gerais",NA,"Serra do Cabral.",NA,NA,NA,"Diplusodon lanceolatus Pohl","JOAQUIM FELICIO",NA
"gbif","Cenargen","CEN","28648","Diplusodon","plumbeus","T. B. Cavalcanti","66126","Gert Guenther Hatschbach","Goiás",NA,"Serra dos Cristais, estrada para Salto do Arrojado.",NA,NA,NA,"Diplusodon plumbeus T.B.Cavalcanti","CRISTALINA",NA
"gbif","Cenargen","CEN","28649","Diplusodon","lanceolatus","T. B. Cavalcanti","64635","Gert Guenther Hatschbach","Minas Gerais",NA,"Rod. BR-496, km 85, próximo a ponte sobre o Rio Lavado.",NA,NA,NA,"Diplusodon lanceolatus Pohl","LASSANCE",NA
"gbif","Cenargen","CEN","28720","Diplusodon","punctatus","T. B. Cavalcanti","872","Regina Célia Oliveira","Goiás",NA,"Área de influência da HE Serra da Mesa. Antiga estrada de saída da entrada norte do canteiro para Aldeia dos Avacanoeiro.",-48.25,-13.78083,NA,"Diplusodon punctatus Pohl","MINACU",NA
"gbif","Cenargen","CEN","28947","Diplusodon","divaricatus","T. B. Cavalcanti","509","Hamilton Garboggini Pinho dos Santos","Goiás",NA,"Serra de Caldas.",-48.63333,-17.76667,NA,"Diplusodon divaricatus Pohl","CALDAS NOVAS",NA
"gbif","Cenargen","CEN","29087","Diplusodon","lanceolatus","T. B. Cavalcanti","1977","Eugênio Tameirão Neto","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon lanceolatus Pohl","ARAGUARI",NA
"gbif","Cenargen","CEN","29197","Diplusodon","virgatus","F. C. Hoehne","S/N","Frederico Carlos Hoehne",NA,NA,"Jaraguá, São Paulo.",NA,NA,NA,"Diplusodon virgatus Pohl",NA,NA
"gbif","Cenargen","CEN","29198","Diplusodon","virgatus","A. Gehrt","S/N","Hermann Luederwaldt",NA,NA,"Jaraguá, São Paulo.",NA,NA,NA,"Diplusodon virgatus Pohl",NA,NA
"gbif","Cenargen","CEN","29203","Diplusodon","leucocalycinus","T. B. Cavalcanti","605","Sérgio Romaniuc Neto","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros. Estrada para Cavalcante.",NA,NA,NA,"Diplusodon leucocalycinus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29205","Diplusodon","uninervius","E. L. M. Catharino","78","Maria Amélia Vitorino da Cruz-Barros","Minas Gerais",NA,"estrada Diamantina - Biribiri.",NA,NA,NA,"Diplusodon uninervius Koehne","DIAMANTINA",NA
"gbif","Cenargen","CEN","29207","Diplusodon","lanceolatus","T. B. Cavalcanti","59","José Elias de Paula","Minas Gerais",NA,"Reserva do Horto Florestal.",NA,NA,NA,"Diplusodon lanceolatus Pohl","PARAOPEBA",NA
"gbif","Cenargen","CEN","29208","Diplusodon","virgatus","W. Mantovani","40","José Elias de Paula","Minas Gerais",NA,"Reserva do Horto Florestal.",NA,NA,NA,"Diplusodon virgatus Pohl","PARAOPEBA",NA
"gbif","Cenargen","CEN","29210","Diplusodon","virgatus","W. Mantovani","32","José Elias de Paula","Minas Gerais",NA,"Cerrado alto da Fazenda do Raagão.",NA,NA,NA,"Diplusodon virgatus Pohl","PARAOPEBA",NA
"gbif","Cenargen","CEN","29214","Diplusodon","stellatus","T. B. Cavalcanti","113","C. B. Toledo","Goiás",NA,"Parque Nacional Chapada dos Veadeiros. Arredores da sede do IBDF, próximo ao Rio José Jacó",NA,NA,NA,"Diplusodon stellatus T.B.Cavalc.","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29215","Diplusodon","villosissimus","T. B. Cavalcanti","S/N","Sem Coletor","Minas Gerais",NA,"Serra de Ouro Branco. Campo na base da serra.",NA,NA,NA,"Diplusodon villosissimus Pohl","OURO BRANCO",NA
"gbif","Cenargen","CEN","29217","Diplusodon","hirsutus","J. R. Mattos","165","August Gehrt","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon hirsutus DC.","BELO HORIZONTE",NA
"gbif","Cenargen","CEN","29267","Diplusodon","sordidus","T. B. Cavalcanti","294","C. B. Toledo","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros.",NA,NA,NA,"Diplusodon sordidus Koehne","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29269","Diplusodon","myrsinites","T. B. Cavalcanti","423","Marie Sugiyama","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon myrsinites DC.","CARRANCAS",NA
"gbif","Cenargen","CEN","29270","Diplusodon","uninervius","T. B. Cavalcanti","S/N","Ana Maria Giulietti","Minas Gerais",NA,"Morro do Ambrósio.",NA,NA,NA,"Diplusodon uninervius Koehne","RIO VERMELHO",NA
"gbif","Cenargen","CEN","29271","Diplusodon","virgatus","A. Gehrt","191","Ezechias Paulo Heringer","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","LAVRAS",NA
"gbif","Cenargen","CEN","29272","Diplusodon","virgatus","F. C. Hoehne","S/N","Frederico Carlos Hoehne","Minas Gerais",NA,NA,NA,NA,NA,"Diplusodon virgatus Pohl","POUSO ALEGRE",NA
"gbif","Cenargen","CEN","29273","Diplusodon","stellatus","T. B. Cavalcanti","380","Sérgio Romaniuc Neto","Goiás",NA,"Chapada dos Veadeiros. Morro pedregoso.",NA,NA,NA,"Diplusodon stellatus T.B.Cavalc.","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29469","Diplusodon","ciliatiflorus","T. B. Cavalcanti","2923","Roberta Cunha de Mendonça","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros - PNCV, Córrego dos Ingleses, brejo.",-47.76889,-14.13889,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29470","Diplusodon","ciliatiflorus","T. B. Cavalcanti","2963","Roberta Cunha de Mendonça","Goiás",NA,"Estrada de chão entre São Jorge e Colinas do Sul, ca. de 3 km de São Jorge.",-47.89778,-14.22861,NA,"Diplusodon ciliatiflorus T.B.Cavalc.","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29475","Diplusodon","sordidus","T. B. Cavalcanti","3203","Maria Aparecida da Silva - IBGE","Goiás",NA,"Chapada dos Veadeiros. 23 km de Alto Paraíso em direção a Teresina de Goiás. Parque Nacional da Chapada dos Veadeiros. Cruzeiro.",-47.49389,-13.94417,NA,"Diplusodon sordidus Koehne","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29476","Diplusodon","floribundus","T. B. Cavalcanti","3160","Maria Aparecida da Silva - IBGE","Goiás",NA,"Próximo ao povoado de Macedo. Estrada de terra à esquerda da Mina de Níquel Tocantins, passando por baixo do teleférico.",-48.39833,-14.33667,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29478","Diplusodon","floribundus","T. B. Cavalcanti","2944","Maria Aparecida da Silva - IBGE","Goiás",NA,"Ca. de 4 km de Macedo. Mina de extração de níquel.",NA,NA,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29479","Diplusodon","virgatus","T. B. Cavalcanti","2937","Maria Aparecida da Silva - IBGE","Goiás",NA,"Estrada de terra para Colinas ca. de 4 km de Niquelândia.",-48.35472,-14.44972,NA,"Diplusodon virgatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29480","Diplusodon","floribundus","T. B. Cavalcanti","2907","Maria Aparecida da Silva - IBGE","Goiás",NA,"Ca. de 40 km da cidade. CODEMIN. Estrada de terra a esquerda, antes do posto de gasolina.",-48.34444,-14.18889,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29487","Diplusodon","astictus","T. B. Cavalcanti","1285","Marina de Lourdes Fonseca Resende","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros. Córrego dos Ingleses.",-47.77472,-14.13528,NA,"Diplusodon astictus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29488","Diplusodon","punctatus","T. B. Cavalcanti","1016","Marina de Lourdes Fonseca Resende","Goiás",NA,"Macêdo. Km 2 da estrada para Macêdo Velho.",-48.41444,-14.35083,NA,"Diplusodon punctatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29491","Diplusodon","oblongus","T. B. Cavalcanti","2213","Ronaldo Marquete","Goiás",NA,"Fazenda Traíra, base do morro trilha do lado esquerdo em direção ao morro.",NA,NA,NA,"Diplusodon oblongus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29495","Diplusodon","punctatus","T. B. Cavalcanti","985","Maura Lúcia de Macedo Azevedo","Goiás",NA,"Macedo. Km 2 da estrada para Macedo Velho.",-48.41444,-14.35083,NA,"Diplusodon punctatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","29499","Diplusodon","adpressipilus","T. B. Cavalcanti","2788","Roberta Cunha de Mendonça","Goiás",NA,"Parque Nacional da Chapada dos Veadeiros - PNCV, Córrego dos Ingleses.",-47.76889,-14.13889,NA,"Diplusodon adpressipilus Lourteig","ALTO PARAISO DE GOIAS",NA
"gbif","Cenargen","CEN","29518","Diplusodon","punctatus","T. B. Cavalcanti","30","Aécio Amaral-Santos","Goiás",NA,"Bacia de inundação UHE - Serra da Mesa. Rio Bagagem.",NA,NA,NA,"Diplusodon punctatus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","30044","Diplusodon","lanceolatus","T. B. Cavalcanti","3358","Glocimar Pereira-Silva","Goiás",NA,"Estrada de acesso à obra; prox. a Vila de funcionários da obra.",-48.55,-17.91667,NA,"Diplusodon lanceolatus Pohl","CALDAS NOVAS",NA
"gbif","Cenargen","CEN","30583","Diplusodon","floribundus","T. B. Cavalcanti","452","Sebastião Pinheiro Cordovil da Silva","Goiás",NA,"Fazenda Santo Antônio da Serra Negra (arredantário Divino Duarte).",-48.36667,-14.125,NA,"Diplusodon floribundus Pohl","NIQUELANDIA",NA
"gbif","Cenargen","CEN","31436","Diplusodon","plumbeus","T. B. Cavalcanti","1945","Carolyn Elinore Barnes Proença","Goiás",NA,"RPPN Linda Serra dos Topázios. Coletado entre a sede e o Córrego Areião.",-47.666666,-16.75,NA,"Diplusodon plumbeus T.B.Cavalcanti","CRISTALINA",NA
"gbif","Cenargen","CEN","31443","Diplusodon","divaricatus","T. B. Cavalcanti","2398","Taciana Barbosa Cavalcanti","Goiás",NA,"Área de empréstimo da UHE Corumbá, perto da pista do antigo aeroporto. Área de recuperação.",-48.63333,-18.13333,NA,"Diplusodon divaricatus Pohl","CALDAS NOVAS",NA
"gbif","Cenargen","CEN","31444","Diplusodon","lanceolatus","T. B. Cavalcanti","2399","Taciana Barbosa Cavalcanti","Goiás",NA,"Área de empréstimo da UHE Corumbá, perto da pista do antigo aeroporto. Área de recuperação.",-48.63333,-18.13333,NA,"Diplusodon lanceolatus Pohl","CALDAS NOVAS",NA
